Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDQ34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.284065879,10.850,105.5622,4.0
Low Fat,DRK49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0,14.150,40.5138,4.0
Low Fat,FDA36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.009921107,5.985,183.6924,4.0
Low Fat,FDC48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.027767577,9.195,82.1592,4.0
Low Fat,FDH12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.148742896,9.600,107.1280,4.0
Low Fat,FDH48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.105893301,13.500,86.2540,4.0
Low Fat,FDI24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.137870237,10.300,175.0370,4.0
Low Fat,FDS48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.048637888,15.150,149.7708,4.0
Low Fat,FDY36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.016476619,12.300,74.3380,4.0
Low Fat,FDO23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.25637539,17.850,94.8436,4.0
Low Fat,FDP11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.120986139,15.850,216.1166,4.0
Low Fat,FDV47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.094910421,17.100,84.5566,4.0
Low Fat,FDW47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.081197035,15.000,121.7414,4.0
Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.03627089,13.150,85.9566,4.0
Low Fat,FDN01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.126760908,8.895,176.9370,4.0
Low Fat,FDP37,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.250560049,15.600,126.9994,4.0
Low Fat,FDA49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.113669629,19.700,89.0198,4.0
Low Fat,FDT13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.032516546,14.850,188.8214,4.0
Low Fat,DRD27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.041740624,18.750,98.3042,4.0
Low Fat,DRH15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.19244045,8.775,43.9428,4.0
Low Fat,FDB39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.067441726,11.600,57.4272,4.0
Low Fat,FDD04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.157528118,16.000,142.9154,4.0
Low Fat,FDH27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.102157958,7.075,145.0128,4.0
Low Fat,FDR14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.304737387,11.650,54.7298,4.0
Low Fat,FDV38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.178192864,19.250,54.9956,4.0
Low Fat,FDZ38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.014008751,17.600,171.3422,4.0
Low Fat,FDB17,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.064208126,13.150,180.1976,4.0
Low Fat,FDD16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.063649582,20.500,74.7696,4.0
Low Fat,FDD53,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.077427883,16.200,41.8454,4.0
Low Fat,FDE16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.046124444,8.895,206.7954,4.0
Low Fat,FDG04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.010615026,13.100,185.1898,4.0
Low Fat,FDS40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.024546148,15.350,34.6190,4.0
Low Fat,FDT40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.167725251,5.985,128.3678,4.0
Low Fat,FDU52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.111654545,7.560,157.0630,4.0
Low Fat,FDB32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.041063069,20.600,93.5778,4.0
Low Fat,FDB45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.037345714,20.850,106.5306,4.0
Low Fat,FDC32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.173527068,18.350,92.0462,4.0
Low Fat,FDE08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.086352403,18.200,149.8734,4.0
Low Fat,FDG44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.178923163,6.130,55.7298,4.0
Low Fat,FDJ56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.32111501,8.985,100.7700,4.0
Low Fat,FDX08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.039576776,12.850,179.9318,4.0
Low Fat,FDX20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.074517508,7.365,227.3720,4.0
Low Fat,FDX55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.096658404,15.100,216.9166,4.0
Low Fat,DRO59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.094817105,11.800000000000002,77.9012,4.0
Low Fat,DRP35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.159096908,18.850,129.3336,4.0
Low Fat,NCQ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.037829469,11.395000000000001,151.0708,4.0
Low Fat,NCT29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.112249603,12.600,123.3414,4.0
Low Fat,NCV29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.039996021,11.800,176.7686,4.0
Low Fat,NCD43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.028048877,8.850,106.1964,4.0
Low Fat,NCE30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.173574402,16.000,214.0902,4.0
Low Fat,NCF42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.293066133,17.350,177.0712,4.0
Low Fat,NCH43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.123557061,8.420,216.6192,4.0
Low Fat,NCH54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.127234249,13.500,158.3920,4.0
Low Fat,NCH55,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.060706749,16.350,127.5020,4.0
Low Fat,NCJ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.060672263,20.100,119.8782,4.0
Low Fat,NCJ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.025039776,19.750,102.7332,4.0
Low Fat,NCM30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.117825569,19.100,43.2796,4.0
Low Fat,NCR30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.124299531,20.600,73.4696,4.0
Low Fat,NCS06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.055566935,7.935,263.5910,4.0
Low Fat,NCT30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.140582485,9.100,47.1718,4.0
Low Fat,NCU18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.097768728,15.100,142.4496,4.0
Low Fat,NCX18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.015397129,14.150,194.9110,4.0
Low Fat,NCX42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.010467749,6.360,162.9526,4.0
Low Fat,NCZ18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.325780807,7.825,252.7698,4.0
Low Fat,FDH19,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.057933643,19.350,175.1738,4.0
Low Fat,FDP27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.20914265,8.155,190.9530,4.0
Low Fat,FDV39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0,11.300000000000002,196.8426,4.0
Low Fat,NCL31,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.210596485,7.390,144.7470,4.0
Low Fat,NCQ43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.194874778,17.750,110.2912,4.0
Low Fat,FDH21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.054670967,10.395,158.6604,4.0
Low Fat,FDD58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.103918113,7.760,100.6700,4.0
Low Fat,FDH10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.086326707,21.000,192.6478,4.0
Low Fat,FDN21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.134564284,18.600,159.8236,4.0
Low Fat,FDN57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.094957079,18.250,143.5154,4.0
Low Fat,FDP33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.156304192,18.700,256.3672,4.0
Low Fat,FDP58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.236616754,11.100,217.6482,4.0
Low Fat,FDW34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.062294473,9.600,242.4170,4.0
Low Fat,FDX45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.18358896,16.750,154.6630,4.0
Low Fat,FDZ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.117091213,14.100,197.9084,4.0
Low Fat,DRC25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.079440262,5.730,86.7882,4.0
Low Fat,DRD25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.138269873,6.135000000000001,111.6860,4.0
Low Fat,DRE37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.164966345,13.500,189.4872,4.0
Low Fat,DRG01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.078576075,14.800000000000002,78.4670,4.0
Low Fat,DRH36,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.058444176,16.200,73.0696,4.0
Low Fat,DRK37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.077046505,5.000,189.4530,4.0
Regular,FDC60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.2004264,5.425,88.8514,4.0
Regular,FDQ36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0,7.855,38.1848,4.0
Regular,FDQ60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.191500528,12.020,121.2098,4.0
Regular,FDU12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132630345,15.500,263.8568,4.0
Regular,FDZ59,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.182128363,6.630,165.6500,4.0
Regular,FDS11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.097275777,7.050,223.9088,4.0
Regular,FDS59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.076851759,14.800,111.8570,4.0
Regular,FDX35,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.139913045,5.035,227.9036,4.0
Regular,FDK25,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.274592283,11.600,167.8474,4.0
Regular,FDP49,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.120965853,9.000,55.8614,4.0
Regular,FDB14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0,20.250,92.3120,4.0
Regular,FDJ02,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.044063785,17.200,147.2418,4.0
Regular,FDJ14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0,10.300,78.8960,4.0
Regular,FDN38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.161030847,6.615,251.2408,4.0
Regular,FDY49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.021031586,17.200,164.7184,4.0
Regular,FDA26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.129425145,7.855,219.3482,4.0
Regular,FDU26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.074620291,16.700,120.1782,4.0
Regular,FDV26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.133347119,20.250,193.0794,4.0
Regular,FDY02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.153456703,8.945,264.0910,4.0
Regular,FDH04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019912606,6.114999999999999,91.0488,4.0
Regular,FDI04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.127660257,13.650,198.5426,4.0
Regular,FDL28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0,10.000,230.0668,4.0
Regular,FDQ40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.063079544,11.100,175.7712,4.0
Regular,FDR52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.133144259,12.650,190.8846,4.0
Regular,FDV16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.145200948,7.750,35.4558,4.0
Regular,FDX52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.073541072,11.500,192.2820,4.0
Regular,FDA55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.099780431,17.200,225.2088,4.0
Regular,FDC21,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.075215349,14.600,108.4254,4.0
Regular,FDL32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.214423791,15.700,111.6544,4.0
Regular,FDN56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.187443314,5.460,145.8786,4.0
Regular,FDR31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.086077865,6.460,143.8102,4.0
Regular,FDS44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.27321283,12.650,240.9538,4.0
Regular,FDU20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.037569401,19.350,120.7098,4.0
Regular,FDV19,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.06173052,14.850,159.1578,4.0
Regular,FDW32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.165101585,18.350,87.7882,4.0
Regular,FDX31,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0,20.350,234.7958,4.0
Regular,FDY56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.109274313,16.350,225.3062,4.0
Regular,FDZ07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.164391573,15.100,62.8194,4.0
Regular,FDM27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.277459381,12.350,156.3946,4.0
Regular,FDO15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.014998914,16.750,72.4038,4.0
Regular,FDP51,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.149305497,13.850,119.6124,4.0
Regular,FDQ03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.136592891,15.000,238.0248,4.0
Regular,FDT15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.074729835,12.150,183.7950,4.0
Regular,FDT51,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.019117392,11.650,110.6544,4.0
Regular,FDV27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.070017381,7.970,89.3514,4.0
Regular,FDG21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.256152243,17.350,151.0050,4.0
Regular,FDG33,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.245542627,5.365,172.2764,4.0
Regular,FDJ57,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0,7.419999999999999,184.3582,4.0
Regular,FDB58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.02363057,10.500,141.7154,4.0
Regular,FDC34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.302478871,16.000,155.4972,4.0
Regular,FDG46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.057620562,8.630,115.4518,4.0
Regular,FDP21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.045068892,7.420,190.8872,4.0
Regular,FDU21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.134327613,11.800,35.0558,4.0
Regular,FDY34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019227816,10.500,163.9842,4.0
Regular,DRA59,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.223985293,8.270,186.2924,4.0
Regular,DRL01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.13511877,19.500,232.9958,4.0
Regular,FDB23,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.00978492,19.200,225.9062,4.0
Low Fat,FDZ48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.132995494,17.750,113.5544,4.0
Low Fat,FDP25,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.037131628,15.200,216.4824,4.0
Low Fat,FDC20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.041970938,10.650,55.4272,4.0
Low Fat,NCP55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.019592289,14.650,56.9614,4.0
Low Fat,FDS13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.124506117,6.465,264.7884,4.0
Low Fat,FDX25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102055777,16.700,184.0292,4.0
Low Fat,FDZ38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008001018,17.600,170.4422,4.0
Low Fat,FDT40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.095795326,5.985,128.4678,4.0
Low Fat,FDE29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.143129124,8.905,58.8878,4.0
Low Fat,FDO40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032628111,17.100,148.7392,4.0
Low Fat,FDD20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020714523,14.150,124.2046,4.0
Low Fat,FDU56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044414056,16.850,182.4266,4.0
Low Fat,FDG32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.175995526,19.850,224.0772,4.0
Low Fat,NCM29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.017642229,11.500,131.8626,4.0
Low Fat,FDC11,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.141792841,20.500,89.7172,4.0
Low Fat,FDW23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082012293,5.765,37.5164,4.0
Low Fat,FDK36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.007215314,7.090,47.6034,4.0
Low Fat,FDF12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082427854,8.235,149.3076,4.0
Low Fat,FDX24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013929059,8.355,94.1462,4.0
Low Fat,FDK24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.101294945,9.195,46.2744,4.0
Low Fat,FDT60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07554831,12.000,121.9388,4.0
Low Fat,FDA48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11487406,12.100,221.4114,4.0
Low Fat,FDY36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009410528,12.300,73.7380,4.0
Low Fat,FDN12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.081103929,15.600,112.3544,4.0
Low Fat,FDH24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021431134,20.700,157.0288,4.0
Low Fat,FDU35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.440,98.2700,4.0
Low Fat,FDX59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.051661272,10.195,33.3558,4.0
Low Fat,FDV59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048027043,13.350,218.9166,4.0
Low Fat,FDP11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.069100548,15.850,216.6166,4.0
Low Fat,FDO25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.127449031,6.300,210.5270,4.0
Low Fat,FDT25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.050750977,7.500,122.2072,4.0
Low Fat,FDR49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.139228412,8.710,49.5376,4.0
Low Fat,FDC26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.126383094,10.195,112.1886,4.0
Low Fat,FDS01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.017744999,11.600,177.9686,4.0
Low Fat,FDY25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033974436,12.000,181.8976,4.0
Low Fat,FDB51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038454076,6.920,61.5852,4.0
Low Fat,DRG27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105110692,8.895,41.1138,4.0
Low Fat,FDY14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070040195,10.300,263.0226,4.0
Low Fat,FDR14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.174049032,11.650,52.9298,4.0
Low Fat,FDI15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.141352562,13.800,264.1884,4.0
Low Fat,DRG39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.042180995,14.150,52.0982,4.0
Low Fat,FDV50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.122571209,14.300,122.3730,4.0
Low Fat,DRF51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.165838224,15.750,36.6506,4.0
Low Fat,FDD39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070154899,16.700,218.1850,4.0
Low Fat,FDS50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055433377,17.000,221.1114,4.0
Low Fat,DRE03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024226902,19.600,48.7718,4.0
Low Fat,FDX50,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.074627201,20.100,110.3228,4.0
Low Fat,DRJ39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036326064,20.250,220.1482,4.0
Low Fat,FDO16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015108194,5.480,83.7250,4.0
Low Fat,FDN40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,5.880,154.2998,4.0
Low Fat,FDF16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.086132373,7.300,148.8076,4.0
Low Fat,FDK04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052312034,7.360,58.5588,4.0
Low Fat,FDU04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.930,121.8414,4.0
Low Fat,FDJ16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.114885647,9.195,59.6246,4.0
Low Fat,FDZ04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037955094,9.310,62.1510,4.0
Low Fat,FDH16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052555346,10.500,89.6830,4.0
Low Fat,FDJ53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.071257912,10.500,121.3098,4.0
Low Fat,FDD28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.053296868,10.695,59.6904,4.0
Low Fat,FDF41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.131179812,12.150,245.2460,4.0
Low Fat,FDX40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.098993139,12.850,39.3164,4.0
Low Fat,FDB17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036672107,13.150,182.5976,4.0
Low Fat,FDP04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013812772,15.350,64.7168,4.0
Low Fat,FDC41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.116913245,15.600,78.1670,4.0
Low Fat,FDM28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045203854,15.700,180.2660,4.0
Low Fat,FDV40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014691784,17.350,74.1038,4.0
Low Fat,FDZ52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.100074524,19.200,110.2886,4.0
Low Fat,FDU40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.037403973,20.850,192.5478,4.0
Low Fat,FDS08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05696122,5.735,176.3370,4.0
Low Fat,FDZ55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025408702,6.055,160.8920,4.0
Low Fat,FDB44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.016958832,6.655,210.0586,4.0
Low Fat,FDI56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.093385381,7.325,91.3146,4.0
Low Fat,FDA19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055127499,7.520,128.2994,4.0
Low Fat,FDW56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.070900282,7.680,192.6162,4.0
Low Fat,FDU32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025967624,8.785,119.9414,4.0
Low Fat,FDU07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059846975,11.100,150.1366,4.0
Low Fat,FDS07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.099757833,12.350,113.9518,4.0
Low Fat,FDF20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033220169,12.850,196.6768,4.0
Low Fat,FDA32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030094192,14.000,215.7192,4.0
Low Fat,FDE44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17138805,14.650,50.7692,4.0
Low Fat,FDB09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057396092,16.250,125.8046,4.0
Low Fat,FDP07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089901774,18.200,197.5110,4.0
Low Fat,FDR43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.161489509,18.200,37.6190,4.0
Low Fat,FDP20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045669236,19.850,126.4020,4.0
Low Fat,FDQ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036140297,20.500,120.0756,4.0
Low Fat,FDE32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04875891,20.700,37.3506,4.0
